id,url,title,wiki_intro,generated_intro,title_len,wiki_intro_len,generated_intro_len,prompt,generated_text,prompt_tokens,generated_text_tokens
14008549,https://en.wikipedia.org/wiki/Olaf%20Hagerup,Olaf Hagerup,"Olaf Hagerup (29 September 1889 – 2 March 1961) was a Danish botanist. He studied botany at the University of Copenhagen from 1911 under the professors Eugenius Warming, Christen C. Raunkiær, L. Kolderup Rosenvinge og W. Johannsen. He took his Ph.D. from the same university in 1930. From 1934 to 1960, he was superintendent at the Botanical Museum of the University of Copenhagen. Hagerup’s scientific works concern evolution, polyploidy and pollination, among other things. He showed that the tetraploid Empetrum hermaphroditum is a separate species from the diploid Empetrum nigrum. He thereby initiated the use of chromosome numbers in systematic botany, a field later known as cytotaxonomy. He put forward the hypothesis that the ploidy level is an important factor in the distribution and ecology of plant species. In contrast, another of his scientific ideas has been disproven by later modern research – the idea of a direct ancestry of the centrosperms (approximately equal to Caryophyllales) from the","Olaf Hagerup (29 September 1889 – 2 December 1975) was a Norwegian jurist and politician.

Hagerup was born in Drammen, Norway. He graduated as a law student from the University of Oslo in 1913. He worked as a lawyer from 1913 to 1918, and then served as a judge in the Court of Appeal from 1918 to 1951. He was also the mayor of Oslo from 1945 to 1951. Hagerup was a member of the Parliament of Norway from 1933 to 1945, representing the Labour Party.",2,196,85,"200 word wikipedia style introduction on 'Olaf Hagerup'
    Olaf Hagerup (29 September 1889 – 2"," December 1975) was a Norwegian jurist and politician.

Hagerup was born in Drammen, Norway. He graduated as a law student from the University of Oslo in 1913. He worked as a lawyer from 1913 to 1918, and then served as a judge in the Court of Appeal from 1918 to 1951. He was also the mayor of Oslo from 1945 to 1951. Hagerup was a member of the Parliament of Norway from 1933 to 1945, representing the Labour Party.",29,97
10069965,https://en.wikipedia.org/wiki/Nakajima%20Ki-87,Nakajima Ki-87,"The Nakajima Ki-87 was a Japanese high-altitude fighter-interceptor of World War II. It was a single seat, exhaust-driven turbo-supercharged engined, low-wing monoplane with a conventional undercarriage. Design and development
The Ki-87 was developed in response to American B-29 Superfortress raids on the Home Islands. It followed up on earlier research by Nakajima and the Technical Division of Imperial Army Headquarters into boosting a large radial engine with an exhaust-driven turbo-supercharger, which had begun in 1942, well before the B-29 raids began. The efforts of the Technical Division of Imperial Army Headquarters eventually culminated into the Tachikawa Ki-94-I, while the Ki-87 was developed as a fall-back project, using less stringent requirements. Nakajima started in July 1943 with the construction of three prototypes, to be completed between November 1944 and January 1945, and seven pre-production aircraft, to be delivered by April 1945. The Technical Division of Imperial Army Headquarters made itself felt during the development of the Ki-87 prototype when they insisted upon placing the turbo-supercharger in the rear-fuselage,","The Nakajima Ki-87 was a Japanese high-altitude bomber that served with the Imperial Japanese Army and the Imperial Japanese Navy in World War II. The Ki-87 was the last dedicated high-altitude bomber used by the Japanese military, and its service was brief but dramatic.

The Ki-87 was designed as a replacement for the earlier Nakajima Ki-84, which had been unable to keep up with the newer American B-17 Flying Fortress and British Lancaster bombers. The Ki-87 was also larger than either of its predecessors and could carry a greater payload.

The Ki-87 entered service with the Imperial Japanese Army in 1938, and saw limited action in early 1939 before being reassigned to the Navy. It served with the Navy's 3rd Air Fleet during the Battle of Midway, providing close air support for landings on Guadalcanal and Tulagi. The Ki-87's most notable action came during Operation Ichi-Go, the final battle of World War II in Japan, when it conducted dozens of bombing missions against targets in mainland China.

Although its performance was good, the Ki-87 was eventually superseded by more modern aircraft. It remained in service with the Japanese military until 1954.",2,201,188,"200 word wikipedia style introduction on 'Nakajima Ki-87'
    The Nakajima Ki-87 was a Japanese high-altitude"," bomber that served with the Imperial Japanese Army and the Imperial Japanese Navy in World War II. The Ki-87 was the last dedicated high-altitude bomber used by the Japanese military, and its service was brief but dramatic.

The Ki-87 was designed as a replacement for the earlier Nakajima Ki-84, which had been unable to keep up with the newer American B-17 Flying Fortress and British Lancaster bombers. The Ki-87 was also larger than either of its predecessors and could carry a greater payload.

The Ki-87 entered service with the Imperial Japanese Army in 1938, and saw limited action in early 1939 before being reassigned to the Navy. It served with the Navy's 3rd Air Fleet during the Battle of Midway, providing close air support for landings on Guadalcanal and Tulagi. The Ki-87's most notable action came during Operation Ichi-Go, the final battle of World War II in Japan, when it conducted dozens of bombing missions against targets in mainland China.

Although its performance was good, the Ki-87 was eventually superseded by more modern aircraft. It remained in service with the Japanese military until 1954.",34,241
19610104,https://en.wikipedia.org/wiki/Emil%20Werstler,Emil Werstler,"Emil Werstler is an American guitarist and musician based in Nashville, Tennessee who is perhaps best known for his work in metal and gypsy jazz. In 2004, Werstler became lead guitarist for the metal band Dååth, whose second album The Hinderers peaked at No. 49 on the Top Heatseekers chart in 2007. In 2009 Dååth released The Concealers on Roadrunner which reached No. 35 on Top Heatseekers and was placed as No. 3 on a list of the ""top twenty metal albums of 2009"" by Metal Sucks. In 2010 Werstler released the instrumental metal album Avalanche of Worms as a collaboration with Eyal Levi with the album receiving a largely positive response for its musicianship and experimental nature. By 2011 Werstler had been confirmed as the new lead guitarist for the metal band Chimaira. With Werstler as a co-writer, Chimaira's final album Crown of Phantoms was released in 2013, reaching No. 52 on the Billboard 200 chart. Werstler announced his departure from Chimaira in late 2014, with the rest of the band dissolving shortly afterwards.","Emil Werstler is an American guitarist and composer. He is a noted exponent of the post-war hard bop style.

Emil Werstler was born on October 9, 1930, in Newark, New Jersey. After spending a year in the United States Army, Werstler studied at the Berklee School of Music in Boston, Massachusetts. In 1949 he moved to New York City and began working regularly as a sideman with such jazz luminaries as Sonny Rollins, Bill Evans, Charlie Parker and Cannonball Adderley.

Werstler's first recording as a leader was the eponymous album released in 1957 on the Riverside label. The album featured performances by trumpeter Clifford Brown and bassist Ron Carter. It was followed two years later by the album Blue Note Presenting Emil Werstler, which featured performances by tenor saxophonist Dexter Gordon and pianist Art Taylor.

In 1963 Werstler formed his own trio with pianist Keith Jarrett and drummer Tony Williams. The trio recorded two albums for the Impulse! label: Caught Up! in 1964 and Take Five in 1965.

Werstler's compositions are often noted for their fretboard fireworks and angular harmonic structures. His most well-known works include the Grammy Award-winning album Time Out (1972), which features his compositions ""Bebop"" and ""Bird's Eye View"".",2,175,198,"200 word wikipedia style introduction on 'Emil Werstler'
    Emil Werstler is an American guitarist and"," composer. He is a noted exponent of the post-war hard bop style.

Emil Werstler was born on October 9, 1930, in Newark, New Jersey. After spending a year in the United States Army, Werstler studied at the Berklee School of Music in Boston, Massachusetts. In 1949 he moved to New York City and began working regularly as a sideman with such jazz luminaries as Sonny Rollins, Bill Evans, Charlie Parker and Cannonball Adderley.

Werstler's first recording as a leader was the eponymous album released in 1957 on the Riverside label. The album featured performances by trumpeter Clifford Brown and bassist Ron Carter. It was followed two years later by the album Blue Note Presenting Emil Werstler, which featured performances by tenor saxophonist Dexter Gordon and pianist Art Taylor.

In 1963 Werstler formed his own trio with pianist Keith Jarrett and drummer Tony Williams. The trio recorded two albums for the Impulse! label: Caught Up! in 1964 and Take Five in 1965.

Werstler's compositions are often noted for their fretboard fireworks and angular harmonic structures. His most well-known works include the Grammy Award-winning album Time Out (1972), which features his compositions ""Bebop"" and ""Bird's Eye View"".",27,276
16263787,https://en.wikipedia.org/wiki/Bude%20railway%20station,Bude railway station,"Bude railway station was the western terminus of the Bude Branch. It was opened in 1898 by the London and South Western Railway (LSWR) to serve the coastal town of Bude and closed in 1966 after having been proposed for closure in the Beeching Report. History 
The opening of Bude station in 1898 marked the completion of the LSWR's branch line from Okehampton which had taken nineteen years and four Acts of Parliament. The original line had been authorised as far as Holsworthy where a station was opened on 20 January 1879. From there, the LSWR operated a ""smart coach service"" to Stratton and Bude. When the railway company showed no sign of wishing to extend services westwards towards the coast, the residents of Stratton and Bude, anxious for a connection to the expanding railway network, clubbed together in 1883 to raise £1,000 towards the cost of promoting a bill for a  extension to the railway line which would follow a route taking in the two towns as well as the small village of Bridgerule.","Bude railway station was the western terminus of the Bude Railway which operated from 1872 to 1963.

The railway opened on 4 July 1872 and ran from a junction with the South Wales Railway at Bridgend to a junction with the Great Western Railway at Bude. The line was built as single track and had a width of . The station was opened on 1 May 1873, and had an original capacity of 600 passengers per day.
 

The Bude Railway closed on 31 March 1963. The line was dismantled in 1965 and the station site was levelled in 1967.",3,176,98,"200 word wikipedia style introduction on 'Bude railway station'
    Bude railway station was the western terminus"," of the Bude Railway which operated from 1872 to 1963.

The railway opened on 4 July 1872 and ran from a junction with the South Wales Railway at Bridgend to a junction with the Great Western Railway at Bude. The line was built as single track and had a width of . The station was opened on 1 May 1873, and had an original capacity of 600 passengers per day.
 

The Bude Railway closed on 31 March 1963. The line was dismantled in 1965 and the station site was levelled in 1967.",26,113
39176314,https://en.wikipedia.org/wiki/Elias%20Gyftopoulos,Elias Gyftopoulos,"Elias Panayiotis Gyftopoulos (; July 4, 1927June 23, 2012) was a Greek-American engineer who contributed to thermodynamics both in its general formulation and its quantum foundations. Gyftopoulos received an undergraduate degree in mechanical and electrical engineering in 1953 from the National Technical University of Athens, and a Doctor of Science degree in electrical engineering at the Massachusetts Institute of Technology in 1958. At MIT, he initially focused on nuclear reactor safety and control. After meeting professors George N. Hatsopoulos and Joseph H. Keenan, his interests moved towards thermodynamics, in an attempt to give a consistent and rigorous exposition, free of the logical flaws and the limitations commonly associated with this discipline: the result was a non-statistical theory, applicable to both macroscopic and microscopic systems, both in equilibrium and in non-equilibrium. His research culminated in the effort to give a quantum basis to thermodynamics with a physical theory unifying mechanics and Thermodynamics.","Elias Panayiotis Gyftopoulos (; July 4, 1927June 2, 2014) was a Greek mathematician and computer scientist who is considered one of the fathers of modern symmetric cryptography.

Gyftopoulos was born in Athens, Greece on July 4, 1927. He received his B.S. in mathematics from the University of Athens in 1951, and his M.S. and Ph.D. in mathematics from Purdue University in 1954 and 1957, respectively. He was an instructor at the University of California, Berkeley from 1955 to 1959, and at the University of Edinburgh from 1959 to 1962. He then became a professor at the University of California, Berkeley from 1962 to 1987, where he served as chair of the mathematics department from 1981 to 1987. Gyftopoulos also served as director of the Center for Theoretical Mathematics at Berkeley from 1975 to 1987 and as president of the American Mathematical Society from 1985 to 1986.

Gyftopoulos is best known for his work on symmetric cryptography, which has had a significant impact on the security of online applications and communications. He is also known for his contributions to the theory of generalized functions, partial differential equations, and complex analysis.

Gyftopoulos died on June 2, 2014 at the age of 88.",2,151,197,"200 word wikipedia style introduction on 'Elias Gyftopoulos'
    Elias Panayiotis Gyftopoulos (; July 4, 1927June"," 2, 2014) was a Greek mathematician and computer scientist who is considered one of the fathers of modern symmetric cryptography.

Gyftopoulos was born in Athens, Greece on July 4, 1927. He received his B.S. in mathematics from the University of Athens in 1951, and his M.S. and Ph.D. in mathematics from Purdue University in 1954 and 1957, respectively. He was an instructor at the University of California, Berkeley from 1955 to 1959, and at the University of Edinburgh from 1959 to 1962. He then became a professor at the University of California, Berkeley from 1962 to 1987, where he served as chair of the mathematics department from 1981 to 1987. Gyftopoulos also served as director of the Center for Theoretical Mathematics at Berkeley from 1975 to 1987 and as president of the American Mathematical Society from 1985 to 1986.

Gyftopoulos is best known for his work on symmetric cryptography, which has had a significant impact on the security of online applications and communications. He is also known for his contributions to the theory of generalized functions, partial differential equations, and complex analysis.

Gyftopoulos died on June 2, 2014 at the age of 88.",33,244
41243739,https://en.wikipedia.org/wiki/Alfred%20Cheeke,Alfred Cheeke,"Alfred Cheeke (10 March 1810 – 14 March 1876) was a judge of the Supreme Court of New South Wales. Cheeke was born at Evesham, Worcestershire, England, one of eight to solicitor and senior magistrate to the County of Worcestershire John Mosely Gilbert Cheeke and is stated to have been a lineal descendant of the celebrated scholar and statesman Sir John Cheke. He was called to the English bar in 1835, and joined the Oxford Circuit.  
  
Having emigrated to Sydney, Australia in 1837, he was appointed a magistrate in 1838, and practised as a barrister. In 1841 he was appointed Commissioner of the Court of Claims, and in June of the same year Crown Prosecutor, Chairman of Quarter Sessions in 1844, and Commissioner of the Court of Requests in 1845. From 1851 to 1857 he again acted as Chairman of Quarter Sessions, and from 1858 to 1865 was a District Court Judge. From the latter date till his death, on 14 March 1876, he officiated as a Judge of the Supreme Court.
Cheeke sentenced","Alfred Cheeke (10 March 1810 – 14 January 1874) was an English mathematician and philosopher.

Cheeke was born in London, the son of a watchmaker. He attended the Royal Institution, where he became interested in mathematics and science. In 1836 he became professor of mathematics at the Royal Military College, Sandhurst, and later at the University of Cambridge. In 1868 he was appointed Master of Trinity Hall, Cambridge, where he remained until his death.

Cheeke is best known for his work on calculus and geometry, but he also wrote on philosophy and theology. He is also known for his work on the history of mathematics.",2,196,103,"200 word wikipedia style introduction on 'Alfred Cheeke'
    Alfred Cheeke (10 March 1810 – 14"," January 1874) was an English mathematician and philosopher.

Cheeke was born in London, the son of a watchmaker. He attended the Royal Institution, where he became interested in mathematics and science. In 1836 he became professor of mathematics at the Royal Military College, Sandhurst, and later at the University of Cambridge. In 1868 he was appointed Master of Trinity Hall, Cambridge, where he remained until his death.

Cheeke is best known for his work on calculus and geometry, but he also wrote on philosophy and theology. He is also known for his work on the history of mathematics.",30,126
13951035,https://en.wikipedia.org/wiki/Katrina%20Kaif,Katrina Kaif,"Katrina Kaif (; born Katrina Turquotte; 16 July 1983) is a British actress who works in Hindi-language films. One of the highest-paid actresses in India, she has received several accolades, including four Screen Awards and four Zee Cine Awards, in addition to three Filmfare nominations. Though she has received mixed reviews for her acting, she is noted for her dancing ability in various successful item numbers. Born in Hong Kong, Kaif lived in several countries before she moved to London for three years. She received her first modelling assignment as a teenager and later pursued a career as a fashion model. At a fashion show in London, Indian filmmaker Kaizad Gustad cast her in Boom (2003), a critical and commercial failure. While Kaif established a successful modelling career in India, she initially had difficulty finding film roles due to her poor command of Hindi. After appearing in the Telugu film Malliswari (2004), Kaif earned commercial success in Bollywood with the romantic comedies Maine Pyaar Kyun Kiya? (2005) and Namastey London (2007). Further success followed with a series of box-office hits, but she was criticised for","Katrina Kaif (; born Katrina Turquotte; 16 October 1983) is an Indian actress who appears in Hindi and English language films. She has received wide critical acclaim for her work in the Indian film industry, and is often cited as one of the most popular and successful actresses in India. Kaif rose to prominence with her performance in the 2007 romantic drama film Fan (2006), which won her the National Award for Best Actress.

Kaif made her Hollywood debut in the 2013 romantic comedy-drama film Zero Dark Thirty, for which she was nominated for the Academy Award for Best Actress. Her other notable films include the action thriller Befikre (2017), the psychological thriller Lipstick Under My Burkha (2015), and the romantic comedy Dum Laga Ke Haisha (2016). Kaif has won several accolades, including a Filmfare Award, a Star Screen Award, a Zee Cine Awards and a National Film Award.",2,194,148,"200 word wikipedia style introduction on 'Katrina Kaif'
    Katrina Kaif (; born Katrina Turquotte; 16"," October 1983) is an Indian actress who appears in Hindi and English language films. She has received wide critical acclaim for her work in the Indian film industry, and is often cited as one of the most popular and successful actresses in India. Kaif rose to prominence with her performance in the 2007 romantic drama film Fan (2006), which won her the National Award for Best Actress.

Kaif made her Hollywood debut in the 2013 romantic comedy-drama film Zero Dark Thirty, for which she was nominated for the Academy Award for Best Actress. Her other notable films include the action thriller Befikre (2017), the psychological thriller Lipstick Under My Burkha (2015), and the romantic comedy Dum Laga Ke Haisha (2016). Kaif has won several accolades, including a Filmfare Award, a Star Screen Award, a Zee Cine Awards and a National Film Award.",29,180
68761738,https://en.wikipedia.org/wiki/Accessus%20ad%20auctores,Accessus ad auctores,"The accessus ad auctores ('introduction to authors') was a literary genre of the Middle Ages. Originally, an accessus was the introduction at the beginning of a commentary on a classical author, containing background information on the author and his work. Beginning in the 12th century, these accessus were excerpted from the commentaries and published in separate collections. It is to these collections that modern scholars give the name accessus ad auctores. Invariably written in Latin, they were designed for the use of students of Latin grammar. The standard accessus was arranged as a series of questions in the form headings followed by their answers. Four distinct schemes of organization are recognized based on the choice of headings:
The Servian sheme is based on the prologue to Virgil's Aeneid written by the 4th-century grammarian Servius. It covers seven headings: (1) the life of the poet, (2) the title of the work, (3) its genre, (4) authorial intention, (5) the number of volumes, (6) the order of the volumes and (7) an explanation or interpretation.
The rhetorical","The accessus ad auctores ('introduction to authors') is a scholarly article written in Latin by a scholar in their field, typically a professor or researcher. It is a brief overview of the life and work of an author, with emphasis on their original research. The article is typically published in an academic journal and can provide insight into the author's work and their place in the history of their discipline.

The accessus ad auctores is a scholarly article written by a scholar in their field, typically a professor or researcher. It provides a brief overview of the life and work of an author, with emphasis on their original research. The article is typically published in an academic journal and can provide insight into the author's work and their place in the history of their discipline.",3,332,134,"200 word wikipedia style introduction on 'Accessus ad auctores'
    The accessus ad auctores ('introduction to authors')"," is a scholarly article written in Latin by a scholar in their field, typically a professor or researcher. It is a brief overview of the life and work of an author, with emphasis on their original research. The article is typically published in an academic journal and can provide insight into the author's work and their place in the history of their discipline.

The accessus ad auctores is a scholarly article written by a scholar in their field, typically a professor or researcher. It provides a brief overview of the life and work of an author, with emphasis on their original research. The article is typically published in an academic journal and can provide insight into the author's work and their place in the history of their discipline.",32,145
41319516,https://en.wikipedia.org/wiki/Hromadske,Hromadske,"Hromadske (; lit. Public) is a digital broadcasting station in Ukraine that started to operate on 22 November 2013. The project was announced in June 2013 by 15 journalists. It is registered as an NGO. History
The idea originated from journalist Roman Skrypin in September 2012. After the April 2013 ownership dispute at TVi 31 journalists resigned from TVi on 29 April 2013, they believed as TVi employees they could not anymore ""guarantee our audience to provide objective and unbiased information"". They then announced on 30 April 2013 to set up a ""web project in which we will do the same job"". The former TVi 31 journalists eventually became employed by Hromadske.TV. Including the well known (in Ukraine) Mustafa Nayem. The project was also joined by journalist Yulia Bankova, because she ""in 2010, working at Pershyi Natsionalnyi for the first time [got] confronted with censorship"". The project was officially announced in June 2013 by 15 journalists. A Russian counterpart Public TV Russia lasted only three months due to exhausted financial resources.","Hromadske (; lit. Public) is a digital-only Ukrainian weekly newspaper, published in Kiev since 2003.

Hromadske is a Ukrainian weekly newspaper, published in Kiev since 2003. The paper was created by Mykhailo Ponomaryov, who served as its first editor-in-chief. In 2006 Hromadske became the victim of a political campaign orchestrated by the then-President of Ukraine, Viktor Yanukovych.

In February 2014, the paper was acquired by the Minsk-based investment holding company ICS Media Group. In February 2016 ICS MediaGroup sold Hromadske to the Belgian media group De Persgroep.",1,170,85,"200 word wikipedia style introduction on 'Hromadske'
    Hromadske (; lit. Public) is a digital","-only Ukrainian weekly newspaper, published in Kiev since 2003.

Hromadske is a Ukrainian weekly newspaper, published in Kiev since 2003. The paper was created by Mykhailo Ponomaryov, who served as its first editor-in-chief. In 2006 Hromadske became the victim of a political campaign orchestrated by the then-President of Ukraine, Viktor Yanukovych.

In February 2014, the paper was acquired by the Minsk-based investment holding company ICS Media Group. In February 2016 ICS MediaGroup sold Hromadske to the Belgian media group De Persgroep.",30,126
34528589,https://en.wikipedia.org/wiki/Tongan%20Daopi,Tongan Daopi,"Tongan Daopi  was a Zen Buddhist monk during the end of the Tang Dynasty and the beginning of the Five Dynasties and Ten Kingdoms period. Very little is known about him. Traditional biographies record that he was the abbot of Tongan Monastery on Mount Fengchi near modern Nanchang. The earliest source of information on monks of this era is the Zutang ji (Patriarch's Hall Record), which was completed in 952, but it fails to mention Tongan Daopi as a disciple of his supposed teacher Yunju Daoying. The Zutang ji does, however, record someone with the name Tongan asking a question to Yunju Daoying. The scholar Ui Hakuju has written this could likely refer to Tongan Daopi. He is first explicitly mentioned in the Transmission of the Lamp, which was compiled around 1004. However, in that work, it does not mention Tongan Daopi as having any disciples. The commonly accepted version of his lineage holds that Tongan Guanzhi is Tongan Daopi's successor. However, this comes from Huihong's Sengbao","Tongan Daopi  was a Zen Buddhist monk who lived in the late 1700s. He is best known for his book, Daopi tongyan, which is a collection of Zen teachings. 

Tongan Daopi was born in 1717 in Tonga, an island country in the South Pacific Ocean. He was ordained as a Zen Buddhist monk in 1741 and became a renowned teacher. His book, Daopi tongyan, is a collection of Zen teachings that has been widely read and studied throughout the world. Tongan Daopi died in 1797 at the age of 84.",2,331,91,"200 word wikipedia style introduction on 'Tongan Daopi'
    Tongan Daopi  was a Zen Buddhist"," monk who lived in the late 1700s. He is best known for his book, Daopi tongyan, which is a collection of Zen teachings. 

Tongan Daopi was born in 1717 in Tonga, an island country in the South Pacific Ocean. He was ordained as a Zen Buddhist monk in 1741 and became a renowned teacher. His book, Daopi tongyan, is a collection of Zen teachings that has been widely read and studied throughout the world. Tongan Daopi died in 1797 at the age of 84.",29,116
6448583,https://en.wikipedia.org/wiki/Jean%20C%C3%B4t%C3%A9,Jean Côté,"Jean Léon Côté (May 26, 1867 – September 23, 1924) was a prominent French-Canadian politician. He served as a member of the Legislative Assembly of Alberta from 1909 until 1923 sitting with the provincial Liberal Party in both government and opposition. He vacated his provincial seat when he was appointed to the Senate of Canada in 1923. He served until his death in 1924 sitting with the federal Liberal caucus. Early life
Jean Léon Côté was born on May 26, 1867, in the village of Les Éboulements, Canada East, to Cléophas and Denise Côté. Côté was a surveyor and civil engineer by trade, and first visited the Edmonton area in 1886 as part of a survey crew. He returned to the East and trained as a Dominion Land Surveyor for the Department of the Interior, where he worked from 1893 to 1900. He participated in a number of high-profile projects, including the Alaska Boundary Commission.","Jean Léon Côté (May 26, 1867 – September 5, 1949) was a Canadian artist and sculptor. He is considered one of the most important figures in Quebec sculpture, and his works are exhibited in many public places in Quebec and across Canada.

Jean Côté was born on May 26, 1867 in Saint-Jacques-de-Lacolle, Quebec to a farming family. He began his artistic training at the age of 14, studying under the sculptor Léon Gagnon. In 1889, Côté moved to Montreal to study at the Royal Academy of Music, where he met fellow student Georges Boulanger. The two men formed a close artistic partnership, and in 1892 they opened their own studio together.

Côté's early work focused on sculpture of religious subjects, but he quickly developed an interest in modernism and began to experiment with new techniques. In 1911, he exhibited his first sculptures made entirely out of wood. The following year he won the prestigious Prix de Rome competition, which allowed him to study in Italy for three years. Upon his return to Montreal he established himself as one of the most influential artists in Canada, and his works can be found in many public places across the country. Jean Côté died on September 5, 1949 at the age of 85",2,154,208,"200 word wikipedia style introduction on 'Jean Côté'
    Jean Léon Côté (May 26, 1867 –"," September 5, 1949) was a Canadian artist and sculptor. He is considered one of the most important figures in Quebec sculpture, and his works are exhibited in many public places in Quebec and across Canada.

Jean Côté was born on May 26, 1867 in Saint-Jacques-de-Lacolle, Quebec to a farming family. He began his artistic training at the age of 14, studying under the sculptor Léon Gagnon. In 1889, Côté moved to Montreal to study at the Royal Academy of Music, where he met fellow student Georges Boulanger. The two men formed a close artistic partnership, and in 1892 they opened their own studio together.

Côté's early work focused on sculpture of religious subjects, but he quickly developed an interest in modernism and began to experiment with new techniques. In 1911, he exhibited his first sculptures made entirely out of wood. The following year he won the prestigious Prix de Rome competition, which allowed him to study in Italy for three years. Upon his return to Montreal he established himself as one of the most influential artists in Canada, and his works can be found in many public places across the country. Jean Côté died on September 5, 1949 at the age of 85",33,266
27014584,https://en.wikipedia.org/wiki/We%20Rule,We Rule,"We Rule was a free-to-play mobile game developed by Newtoy and published by ngmoco for the iOS platform. It was available for download on the iPhone, iPod touch and the iPad on the App Store or iTunes, and attracted many users since its release in March 2010. Although a free app, customers were able to buy in-app purchases; as of April 2010, it was the highest-grossing free-to-download game for the iOS.  Within weeks of release, We Rule was estimated to have been downloaded millions of times, with approximately two million user sessions per day. Its gameplay was in part inspired by the Zynga game FarmVille. On February 1, 2013, We Rule was removed from the Appstore alongside other ngmoco games. The app continued to receive support until March 31, 2013 when its service ended and We Rule became unplayable. Unlike some ngmoco games which continued to function after support ended, We Rule no longer functions.","We Rule was a free-to-play mobile game developed and published by Big Fish Games for iOS and Android devices. The game was released on August 26, 2013, and was discontinued on February 28, 2016.

We Rule is a free-to-play mobile game developed and published by Big Fish Games for iOS and Android devices. The game was released on August 26, 2013. It was discontinued on February 28, 2016.

In the game, the player controls a kingdom of dragons who must battle other kingdoms in order to become the most powerful dragon of all. The player can collect coins to buy items and upgrades to help them in their quest, and can also earn gold by completing quests or winning battles.",2,156,118,"200 word wikipedia style introduction on 'We Rule'
    We Rule was a free-to-play mobile game"," developed and published by Big Fish Games for iOS and Android devices. The game was released on August 26, 2013, and was discontinued on February 28, 2016.

We Rule is a free-to-play mobile game developed and published by Big Fish Games for iOS and Android devices. The game was released on August 26, 2013. It was discontinued on February 28, 2016.

In the game, the player controls a kingdom of dragons who must battle other kingdoms in order to become the most powerful dragon of all. The player can collect coins to buy items and upgrades to help them in their quest, and can also earn gold by completing quests or winning battles.",26,135
36121017,https://en.wikipedia.org/wiki/LibSBML,LibSBML,"LibSBML is an open-source software library that provides an application programming interface (API) for the SBML (Systems Biology Markup Language ) format. The libSBML library can be embedded in a software application or used in a web servlet (such as one that might be served by Apache Tomcat) as part of the application or servlet's implementation of support for reading, writing, and manipulating SBML documents and data streams. The core of libSBML is written in ISO standard C++; the library provides API for many programming languages via interfaces generated with the help of SWIG. The libSBML library is free software released under the terms of the GNU Lesser General Public License as published by the Free Software Foundation; either version 2.1 of the License, or any later version.  LibSBML was developed thanks to funding from many agencies, particularly the National Institute of General Medical Sciences (NIGMS, USA) as well as the Defense Advanced Research Projects Agency (DARPA, USA) under the Bio-SPICE program.","LibSBML is an open-source software library that enables the creation of structured bibliographic databases. It supports a variety of bibliographic formats, including thesauri, subject guides, and full-text catalogs.

LibSBML is designed to be easy to use and extend, and it is supported by a community of developers. It can be used to create databases for any type of information retrieval task, including indexing, searching, and displaying data.

LibSBML is free and open source software released under the GNU General Public License.",1,162,79,"200 word wikipedia style introduction on 'LibSBML'
    LibSBML is an open-source software library that"," enables the creation of structured bibliographic databases. It supports a variety of bibliographic formats, including thesauri, subject guides, and full-text catalogs.

LibSBML is designed to be easy to use and extend, and it is supported by a community of developers. It can be used to create databases for any type of information retrieval task, including indexing, searching, and displaying data.

LibSBML is free and open source software released under the GNU General Public License.",27,104
