id,text,Open AI Classfier,GPT Zero (perplexity),GPT Zero (burstiness),DetectGPT (z score),GPT Zero,DetectGPT,Label
25862612,"Moovalur Ramamirtham (1883–1962) was a Tamil social reformer, author, and political activist of the Dravidian Movement, who worked for the abolition of the Devadasi system in the Madras Presidency. Born in Thiruvarur, she was brought up at Moovalur, a village near Mayiladhuthurai. She was the author of the 1936 novel Dasigalin Mosavalai alladhu madhi pettra minor (lit. Devadasis' web of deceit or the minor grown wise) which exposed the plight of the Devadasis. Originally a supporter of the nationalist Indian National Congress, she became a member of Periyar E. V. Ramasamy's Self-Respect Movement after Periyar left the Congress in 1925. In 1930, she supported Muthulakshmi Reddi's failed attempt to abolish the Devadasi system in the Presidency through legislation. She took part in the Anti-Hindi agitations of 1937-40 and in November 1938, was jailed for six weeks for participating in the agitations. The public awareness created by her novel and her continuous campaign to abolish the",0,258.75,385.0728149,0.058293,0,1,0
25870366,"of express passenger trains operated by the Southern Railway in the United States. Originally designed as a high-speed commuter train, the class was rebuilt in the late 1960s and early 1970s to operate at a higher speed on the southern California San Diego line.

The class was generally composed of four cars, with each car having a capacity of 235 passengers. The trains were powered by a single GE C30-7 locomotive, and were capable of speeds up to 110 miles per hour (177 km/h).",4,26.75,11.32475,-0.24197,1,1,1
25997863,"The Death Valley Suite is a short symphonic suite written by Ferde Grofé in 1949, depicting the westward travels of pioneers through the 'harsh lands' of Death Valley in California. Grofe was commissioned by the Death Valley 49ers, a non profit organization devoted to preserving the pioneering and mining history of the Death Valley region (consisting of Death Valley National Park and surrounding area). The composition and music was part of a pageant celebrating the 100th anniversary of the 49ers who came by way of Death Valley in search of gold and other riches and celebration of the California state centennial (1850-1950). The original performance was conducted by Grofe with the Hollywood Bowl Symphony on December 3, 1949 in the Desolation Canyon area of Death Valley National Monument (Now Death Valley National Park). The music was used in the background as a procession of covered wagons entered the area. Actor James Stewart narrated the pageant celebration. The 1949 pageant was attended by 65,000 people.",2,193.7142857,325.21875,-0.2912,0,1,0
26003499,"Telugu-language action film directed by S. S. Rajamouli and produced by K. Raghavendra Rao. It is the fourth film in the Baahubali series, and the sequel to the 2010 film Baahubali: The Beginning. The film stars Prabhas, Rana Daggubati, Anushka Shetty and Tamannaah Bhatia in lead roles with Sathyaraj, Ramya Krishnan, and Nathalie Chauhan in supporting roles.

The film tells the story of the battle between two brothers for the throne of a kingdom. The elder brother (Prabhas) is a powerful warrior who has been training for years to take on his brother (Rana Daggubati). When their father (Sathyaraj) dies, the brothers fight for control of the kingdom.",4,31,16.81666,0.526484,1,0,1
26045086,"Flook was a location-based browsing application and website developed by Ambient Industries located in the United Kingdom, initially for the iPhone. Users of the application created virtual cards, or ""Flooks"", which were made up of a photo of a particular location and a small piece of text describing that location. These Flooks were then recorded with their geographic coordinates so that other Flook users could see where they have been posted when they are using the app. Users typically upload local secrets, places to go and things to see. The application was therefore a wiki of sorts, but was also a combination of Google Maps, StumbleUpon and review websites such as Tripadvisor or Toptable. Ambient Industries was founded by two former Symbian programmers, Roger Nolan and Jane Sales, who assisted in the construction of much of the Symbian mobile operating system, together with Tristan Brotherton, formerly of Synapsim, Roo and Fluidjuice, and who assisted in the creation of screening software that is now used by Kroll. Flook was launched in December 2009. Ambient Industries had received funding from UK tech investment houses Eden Ventures and Amadeus Capital Partners.",1,95.25,53.34457,-0.52027,0,1,0
26049132,"Tamil-language romantic drama film directed by K. S. Ravikumar and produced by N. R. Pandian. The film stars Rajinikanth and Aishwarya Rai in the lead roles, with Murali Mohan, Ramakrishna, and Sathyaraj appearing in supporting roles. The film's story revolves around a man who falls in love with a woman who is already married to someone else.

The film was a commercial success, receiving positive reviews from critics. It was dubbed into Telugu as ""Vishnuvardhanudu"" and into Malayalam as ""Chandhavanum Pilgrim"".

Maya (Aishwarya Rai) is married to Kannadasan (Murali Mohan). They have two children, but Maya is unhappy in her marriage. One day, she meets Rajinikanth (Rajinikanth) while he is driving his car and is immediately attracted to him. She starts following him everywhere and eventually makes a move on him, but he rebuffs her.

One night, Kannadasan goes out of town for business and Rajinikanth takes advantage of the situation",2,42.7,34.03609,0.259788,1,0,1
26086188,"Arthur Woodward (18 November 1906 – 7 September 1984) was an English professional footballer. Born in Watford, Hertfordshire, Woodward spent the whole of his professional career at his hometown club. He also played for British truck manufacturer Scammell's football team during the Second World War. Woodward started his career in 1926 as a centre half and wing half, initially retiring in 1942. Player shortages prompted him to come out of retirement in 1944, and Woodward played in a variety of positions, including two full matches as a goalkeeper, before permanently retiring in 1945. He played 391 Football League games, 29 FA Cup ties, and 12 matches in the Football League Third Division South Cup, which Watford won in 1937. Woodward scored 19 goals in all competitions, and a further 3 in his 105 wartime games for the club. Woodward died in Harlesden, Greater London at the age of 77. References",1,84.66666667,104.9249725,-0.41613,0,1,0
26150499,"Jos Museum is a museum in Jos, Nigeria. The museum was established in 1952 by Bernard Fagg and was originally the National Museum. It is an important centre of research into the prehistoric culture of Nigeria, and was recognized as one of the best in the country but fell into ruin. The Pottery Hall in the museum has an exceptional collection of finely crafted pottery from all over Nigeria. The museum boasts some fine specimens of Nok terracotta heads and artifacts dating from between 500 BC to AD� 200. It also incorporates the Museum of Traditional Nigerian Architecture with life-size replicas of a variety of buildings, from the walls of Kano and the Mosque at Zaria to a Tiv village. Articles of interest from colonial times relating to the railway and tin mining can also be found on display. A School for Museum Technicians is attached to the museum, established with the help of UNESCO. The Jos Museum is also located beside the zoo. References",1,103.5,86.82965,-0.30481,0,1,0
26297764,"United States as the Domestic Migration of Families, is a social movement that began in the United States in the early 20th century. It aimed to improve the conditions and opportunities for families in the United States, and to move them from rural areas to urban areas. The movement also aimed to improve the quality of life for families by providing them with access to education, health care, and other resources.

The Family Movement began in the early 20th century in response to several problems faced by families in the United States. These problems included poverty, illiteracy, and unemployment. Families were also limited in their opportunities due to the country's geographic location and its history of discrimination. The Family Movement aimed to address these issues by improving the conditions and opportunities available to families.

One of the ways that the Family Movement attempted to improve the conditions for families was by moving them from rural areas to urban areas. This move was seen as a way to provide families with more opportunities and better quality of life. Additionally, it was hoped that by moving families into urban areas, they would be able to access education, health care, and other resources that were not available in rural areas.

The Family Movement also aimed to improve the quality of life for families by providing them with access to education. This was done through programs such as literacy campaigns, which helped children learn how to read and write. Additionally, programs were created that provided family members",4,33,39.693,1.006,1,1,1
26424241,"The Malabar rebellion happened from August 20, 1921 to 1922 in the Malabar region of Kerala, India. The Malabar rebellion of 1921 (also known by the names Moplah massacre, Moplah riots, Mappila riots) started as a resistance against the British colonial rule in Malabar region of Kerala. The popular uprising was also against the prevailing feudal system controlled by elite Hindus. The British had appointed high caste Hindus in positions of authority to get their support, this led to the protest turning against the Hindus. For many scholars, the rebellion is primarily a peasant revolt against the colonial government. During the uprising, the rebels also attacked various symbols and institutions of the colonial state, such as telegraph lines, train stations, courts and post offices. The main leaders of the rebellion were Ali Musliyar, Variankunnath Kunjahammad Haji, Sithi Koya Thangal, M. P. Narayana Menon, Chembrasery Thangal, K. Moideenkutti Haji, Kappad Krishnan Nair, Konnara Thangal, Pandiyatt Narayanan Nambeesan, and",2,80.14286,69.44885,0.421969,0,0,0
26450640,"of PCR that uses a hot start agent to speed up the reaction.

Hot start PCR is a modified form of PCR that uses a hot start agent to speed up the reaction. This technique is often used when the target DNA sequence is short and needs to be amplified quickly. Hot start PCR is also useful when the temperature of the reaction mixture is too low to allow traditional PCR to work.",4,51,32.99494934,0.312389,0,0,1
26528685,"by the United States Government from the State of Washington on 26 March 1917 for use during World War I. She was commissioned on 17 April 1917 as USS Brown (SP-1050) with Ensign W.D. McKnight in command.

During World War I, Brown served as a harbor tug and patrol vessel in the Puget Sound area. On 2 December 1918, she was transferred to the Philippine Islands and served as a harbor tug at Olongapo until 10 May 1919. She was then returned to the United States and decommissioned at Bremerton, Washington on 9 July 1919.

She was sold to G.H. Robey on 13 January 1920 and renamed Robey Bay. She operated commercially in Alaska until scrapped in 1978.",2,226,326.8214417,-0.03558,0,1,1
26557266,"Jacksonville, Florida. She is the author of the novels The Life of My Grandmother (2014), which was a finalist for the Los Angeles Times Book Prize, and The Glass Castle (2017).

Carter was born in Jacksonville, Florida in 1981. She attended the University of North Florida, where she majored in creative writing. After graduation, she worked as a journalist and then as a teacher.

Carter's first novel, The Life of My Grandmother, was published in 2014. The book tells the story of a white family's relocation to rural Georgia during the Great Depression and their struggles to survive. The novel was a finalist for the Los Angeles Times Book Prize and won the New York Public Library's Helen Bernstein Book Award. Carter's second novel, The Glass Castle, was published in 2017. The book is based on Carter's own experiences growing up in an eccentric family with a mother who was an artist and a father who was an alcoholic. The novel received acclaim from critics and won several awards, including the Pulitzer Prize for Fiction.",2,18.54545455,8.903523445,0.794141,1,1,1
26576942,"to:



1) A traditional, fortified house of great strength, built by a powerful person or family to protect themselves from attack. 
2) A building used for storing goods, especially a strong room in a bank.
3) A music venue with a capacity of more than 1,000 people.
4) A type of roller coaster.",4,67.2,35.30863953,0.04327,0,1,1
26629197,"c. 190 BC – c. 169 BC) was a Roman general and politician. After the death of Publius Cornelius Scipio Africanus, he was elected consul for 124 BC with Quintus Metellus Macedonicus. He is best known for his role in the Battle of Zama, where he commanded one of the two legions that defeated the Etruscan army led by king Hannibal.

Fabius was born into a wealthy family around 190 BC, in Rome. His father was Gnaeus Fabius Maximus Ambustus, who had been consul in 191 BC. His maternal uncle was Lucius Cornelius Lentulus Spinther, who had been consul in 184 BC. He married a woman called Terentia in about 145 BC.

Fabius served as praetor in 131 BC and as quaestor in 129 BC. He was elected consul for 124 BC with Quintus Metellus Macedonicus, and served until 122 BC. During his consulship, he fought two campaigns against the Ligurians and defended Rome against an attack by the Samnites.

In 121 BC, he was appointed dictator to deal with the Social War in Italy. He used his military experience to good effect, defeating several larger armies and reducing the",4,74.5,46.82365417,0.370026,0,0,1
26709147,"Moluccans are the Austronesian-speaking and Papuan-speaking ethnic groups indigenous to the Maluku Islands, also called the Moluccas and historically known as the Spice Islands, which as a region has been annexed by Indonesia since the end of 1950. As such, ""Moluccans"" is used as a blanket term for the various ethnic and linguistic groups native to the islands.

The original inhabitants of the Maluku Islands were Austronesian and Melanesian in origin. Austronesian peoples partially assimilated the native Melanesian population in terms of linguistics and other areas, around 2000� BCE due to extensive trade, making Malayo-Polynesian creole languages the lingua franca in most of the region. Later added to this were several Dutch, Chinese, Portuguese, Spanish, Arabian and English influences due to colonization, marriage with foreign traders during the Silk-route era and Middle ages, and even with European soldiers during the World Wars. A small number of German descendants was added to Moluccan population, especially in Ambon, along with arrival of Protestant Missionaries since 16th century. Moluccans are predominantly Christian like many other",2,116.4286,140.723,0.153067,0,1,0
26712375,"is a Japanese shōjo manga series written and illustrated by Rinko Ueda. The series began serialization in Margaret magazine in 2007 and completed its run in the March 19, 2012 issue of the same magazine. The individual chapters have been collected into eight tankōbon volumes by Shueisha as of March 2012; the first on April 25, 2008 and the most recent on October 25, 2011. The series has been licensed by Viz Media for an English-language North American release as part of their Shojo Beat imprint. Plot
During the year Meiji 25 (1892,) Sumi Kitamura is penniless and her brother Eisuke, a womanizer and gambler, constantly leaves them in debt while bringing even more orphaned children home to feed. When her adopted sister, Tomi, becomes ill, Sumi finds that no doctors will help her as they are poor and no one is willing to give her money for medicine to save Tomi. Then as Sumi is crying on the road a handsome man gives her a handkerchief and some money, telling her to stop crying as smiles beckon happiness into her life before disappearing. Later a debt collector turns up at Sumi's",0,60,42.01785,0.109282,0,1,0
26963215,"commercial trade in furs, primarily beaver, in the North American Arctic and Pacific Oceans during the 18th, 19th and early 20th centuries. The maritime fur trade was the first sustained trans-continental trade in goods in history.

The maritime fur trade began in the late 17th century, when Hudson's Bay Company (HBC) traders began to explore northwest into what is now Canadian Arctic territory. In 1670, John Davis led a group of 60 HBC men on an overland expedition from Fort Prince of Wales on Hudson Bay to the Great Bear Lake. There they traded for otter pelts with the local Inuit. The following year, another group led by Simon Fraser crossed the Great Bear Lake ice barrier and began trading with the Tagish people on the lower Skeena River. By 1721, the Hudsons Bay Company had established trading posts along the coast of what is now British Columbia and Alaska.

In 1809, Alexander Mackenzie became the first European to reach the Pacific Ocean by travelling north from what is now Edmonton, Alberta. He explored parts of what is now British Columbia and Alaska before journeying down the Yukon River and into what is now",0,54.77778,36.16206,0.626446,0,0,1
26965418,"is a healthcare professional who provides clinical support and diagnostic services for mental health conditions, including schizophrenia and bipolar disorder. Psychiatric technicians may also provide care for individuals with dementia, autism, and intellectual disabilities.

Psychiatric technicians work in a variety of settings, including hospitals, clinics, schools, prisons, and private practices. They typically receive specialized training in psychiatry and mental health diagnosis and treatment. Psychiatric technicians are often required to have certification in psychiatric nursing or psychiatric technician/nurse.",4,47.8,37.35907,0.143519,0,1,1
26986470,"Abadie is a French and English surname derived from the Occitan word abadia (""abbey""). Notable people with the surname include: Alberto Abadie (born 1968), Spanish economist
Alejandro Abadie (born 1984), Argentine football player
Alfred C. Abadie (1878–1950), American photographer and pioneer filmmaker
Caroline Abadie (born 1976), French politician
Claude Abadie (1920–2020), French jazz clarinettist and bandleader
François Abadie (1930–2001), French politician
Henri Abadie (born 1963), French racing cyclist
Henry Richard Abadie (1841–1915), British army officer
Jean Marie Charles Abadie (1842–1932), French ophthalmologist
Jean-Paul Abadie (born 1958), French chef
Jeanette Abadie (born c. 1593), French alleged witch
Jérémy Abadie (born 1988), French football player
John Abadie (1854–1905), American baseball player
Joseph Abadie (1873–1934), French neurologist
Jules Abadie",2,276.625,167.6365,0.555967,0,0,0
27003962,"American heavy metal band Megadeth. Written by frontman Dave Mustaine and guitarist Marty Friedman, the song was released as the lead single from their tenth studio album, Dystopia (2011).

The song is about the decline of the United States, and features lyrics about the country's ""dying breed"" of soldiers and patriots. The song received mixed reviews from music critics, who praised its aggression but criticized its lack of innovation. It charted at number 36 on the US ""Billboard"" Mainstream Rock Songs chart.

""Dying Breed"" was written by Dave Mustaine and guitarist Marty Friedman. It was recorded at Capitol Studios in Hollywood, California during the Dystopia sessions. The song is about the decline of the United States, and features lyrics about the country's ""dying breed"" of soldiers and patriots. ""Dying Breed"" has been described as a heavy metal anthem with groove-laden riffs and thundering drums.

Critical response to ""Dying Breed"" was mixed. In a review for ""Kerrang!"", journalist John Darnielle called it Megadeth's ""most anthemic song in years"", praising its aggression but",1,88,115.6043396,0.750543,0,1,1
27014584,"We Rule was a free-to-play mobile game developed by Newtoy and published by ngmoco for the iOS platform. It was available for download on the iPhone, iPod touch and the iPad on the App Store or iTunes, and attracted many users since its release in March 2010. Although a free app, customers were able to buy in-app purchases; as of April 2010, it was the highest-grossing free-to-download game for the iOS. Within weeks of release, We Rule was estimated to have been downloaded millions of times, with approximately two million user sessions per day. Its gameplay was in part inspired by the Zynga game FarmVille. On February 1, 2013, We Rule was removed from the Appstore alongside other ngmoco games. The app continued to receive support until March 31, 2013 when its service ended and We Rule became unplayable. Unlike some ngmoco games which continued to function after support ended, We Rule no longer functions.",2,117,176.5235748,0.366676,0,0,0
27246230,"is a small town in the Eastern region of Kenya, lying about 220 kilometres to the east of Nairobi. The town has a population of around 21,000 people.

Umuleri is located in the Busia County, in the Eastern region of Kenya. Busia is bordered by Embu to the west, Kisumu County to the north, and Machakos County to the east. The nearest town is Kapsabet, about 10 kilometres to the south-east.

The town is part of the Kiambu County Constituency. The current Member of Parliament for Kiambu County is David Ole Lenku (KANU).

The climate in Umuleri is generally hot and dry with an average annual temperature of about 25 degrees Celsius. The annual rainfall is about 1,200 millimetres. 
The predominant ethnic group in Umuleri are the Luo. Other major ethnic groups include the Kalenjin (the largest ethnic group in Kenya) and the Kikuyu. 

Umuleri was founded around 1884 by a group of Luo emigrants who were fleeing the wars in Uganda at that time. The first settlers were mainly",2,137.0769231,219.2774048,-0.14345,0,1,1
27344283,"Friedrich Wilhelm Kuhnert (September 18, 1865 – February 11, 1926) was a German painter, author and illustrator, who specialized in animal images. After illustrating the books of Alfred Brehm, he travelled to German East Africa to observe animals in their habitat and produced numerous paintings that defined Africa for many Germans of the period. Life and work
Kuhnert was born in Oppeln in 1865. After the end of his technical-commercial apprenticeship at the age of 17, Kuhnert was a scholarship student at the Berlin University of the Arts from 1883 to 1887. From his home in Berlin, he embarked on travels to Scandinavia, Egypt, East Africa and India to make landscape and animal studies. His favorite motif was the African lion. In 1901 Kuhnert was the illustrator for zoologist Johann Wilhelm Haacke's book Animal Life on Earth. In 1903, he became one of the many artists selected to provide illustrations and design trading cards for the Cologne chocolate company, Stollwerck. He also provided some illustrations for the 1900 edition of Brehms Tierleben.",1,114.8,63.95970917,-0.41695,0,1,0
27377359,"Mont Blanc massif of the Alps, located in the canton of Aosta. It has an elevation of 3,829 metres (12,799 ft). La Grille is one of the most active volcanoes in the Alps and has been erupting continuously since 1792. The latest eruption was in 2009.

The first recorded ascent of La Grille was made on July 25, 1792 by a group of French alpinists including Jean-Antoine Carrel, Pierre-Jean de Béthencourt, Jacques Balmat and Pierre-Marc Du Pont. The mountain was first ascended by a German party on July 5, 1810. The first summit was reached by the Swiss guides J.-A. Carrel and P.A. Bosshard on July 8, 1810 with three other climbers.

The most recent eruption was on January 12, 2009 with an estimated volume of 2 km3.",4,104.1,94.00525665,0.252294,0,0,1
27533217,"Jeff LeBlanc (born February 9, 1986) is an independent American singer and songwriter. He was born and raised in Center Moriches, New York, before attending Sacred Heart University in Fairfield, Connecticut, where he studied history, music history and education. Career
Jeff began performing sometime in 2004, getting his start as a street busker in Westhampton, NY during the summer months outside of the Beach Bakery Cafe. In early 2006, LeBlanc released his first four track demo entitled ""Stories From a Small Town"". The album comprised songs he wrote and recorded in his Sacred Heart University dormitory room. In late 2006, he began touring colleges and venues at weekends while he continued to complete his degree. In 2008, LeBlanc was voted to showcase ""on site"" at the National Association for Campus Activities Northeast Conference by over 850 college talent buyers in Hartford, Connecticut. He achieved this feat again in October 2009 at the Mid-Atlantic Conference in Lancaster, Pennsylvania. These showcases helped him to a headlining tour of colleges and universities throughout the east coast and springboard him on to the national circuit.",2,85.3,95.48246002,-0.28873,0,1,0
27752515,"The Bronx County Courthouse, also known as the Mario Merola Building, is a historic courthouse building located in the Concourse and Melrose neighborhoods of the Bronx in New York City. It was designed in 1931 and built between 1931 and 1934. It is a nine-story limestone building on a rusticated granite base in the Art Deco style. It has four identical sides, an interior court, and a frieze designed by noted sculptor Charles Keck. The sculptures on the 161st Street side are by noted sculptor George Holburn Snowden. Two sculptural groups on the Walton Avenue side are by noted sculptor Joseph Kiselewski. The Bronx Museum of the Arts was once located on the main floor. The building stands two blocks east-southeast of Yankee Stadium, and across 161st Street from Joyce Kilmer Park. While never officially titled 'Borough Hall', the Bronx County Courthouse houses all municipal borough functions, and is listed as a borough hall on maps by the Metropolitan Transportation Authority. The previous freestanding Bronx Borough Hall was damaged by fire and torn down in 1969, but had stopped operating in an official capacity long before this.",2,77.3,47.59096527,-0.25341,0,1,0
27906924,"was a Japanese businessman-politician. Takasaki was born in Takatsuki, Japan, on 7 February 1885. After finishing school in Japan, Takasaki spent his younger days in Manchuria, and was the chairman of Manchurian Industrial Development Company and the head of the All Manchurian Japanese Association located in Xinjing, waiting for the repatriation from Huludao. Upon returning to Japan, he became the first chairman of Electric Power Development Company, the elected member of the House of Representatives of Japan, the head of the Japanese delegation to Asian–African Conference, the first head of the Economic Planning Agency of MITI, the initiator of the Sino-Japanese LT Trade Agreement, etc. 
He founded Toyo Seikan Kaisha in 1917, which has since become the largest container company in Japan and dominates the ASEAN market. He served in various Cabinet positions in the 1950s, including a period as Minister of International Trade and Industry from 1958 to 1959. From 1960 to 1962, Takasaki and China's Liao Chengzhi led the effort to expand trade relations between Japan and communist China, culminating in the signing of the Memorandum on",1,48,21.02379608,-0.55887,0,1,0
27988375,"Cassandra Lee Morris (born April 19, 1982) is an American voice actress. Having started her career as a teenage program host for an educational video series called Real World Science, she worked as a journalist in New York City and Los Angeles writing for local newspapers and programs as well as numerous fashion and style blogs such as About.com, David's Bridal and Patch.com. She got into voice-over starting with Alice and then Yubel in Yu-Gi-Oh! GX and has since worked on a number of animation, anime shows and audiobooks. Her major roles include Ritsu Tainaka in K-On!, Suguha Kirigaya/Leafa in Sword Art Online, Sue in Doraemon, Kyubey in Puella Magi Madoka Magica, Taiga Aisaka in Toradora and Pelops II in Godzilla Singular Point. In video games, she voices Fie Claussell and Alfin Reise Arnor in The Legend of Heroes: Trails of Cold Steel I, II, III and IV, Totooria ""Totori"" Helmold in Atelier Totori: The Adventurer of Arland and",4,56.16667,22.45366,0.703298,0,1,0
28047642,"which lived during the Late Eocene epoch in what is now Wyoming, United States. It was first described by Edward Drinker Cope in 1876.

Passer predomesticus is a small passerine bird, measuring just 2.3 centimetres (0.9 in) in length, and weighing only 0.4 grams (0.11 oz). It was a small bird, similar in size to a modern house sparrow, and had a characteristic black-and-white plumage pattern.

Passer predomesticus was first identified from a single fossil specimen which had been found on the Fort Union Formation of Wyoming. The specimen was initially misidentified as a chick of the American crow, Corvus brachyrhynchos, but subsequent examination revealed that it was in fact a passerine bird. The fossil remains of Passer predomesticus have since been found across the US state of Wyoming, and the species is currently regarded as being endemic to that region.

Passer predomesticus is believed to have been a passerine bird which specialized in eating insects, specificallyopterans. It is thought that the species may have been able to",4,54.77777778,42.25747681,0.804089,0,1,1
28067298,"financial district of London, England. The street runs east-west and at its eastern end meets Threadneedle Street. The street is within the City of London and part of the London Bridge financial district.

Queen Street was part of a medieval thoroughfare linking the City of London with the suburbs to the east. In the Middle Ages, it formed part of the way between the Tower of London and Westminster Abbey. It became a commercial street in the 17th century, when wealthy merchants built spacious Georgian houses along it. In the 19th century, it became one of the most important streets in London for business, finance and commerce. The name Queen Street was given to it in honour of Queen Victoria in 1837.",4,45,28.96303,0.099738,0,1,1
28138752,"Thaumaci or Thaumacus, was a town and polis (city-state) of Phthiotis in Ancient Thessaly, was situated on the pass called Coela, on the road from Thermopylae and the Maliac Gulf passing through Lamia. The modern city of Domokos occupies its site. At this place, says Livy, the traveller, after traversing rugged mountains and intricate valleys, comes suddenly in sight of an immense plain like a vast sea, the extremity of which is scarcely visible. From the astonishment which it excited in the traveller, the city was supposed to have derived its name. It stood upon a lofty and precipitous rock. It was besieged by Philip V of Macedon in 199� BCE; but a reinforcement of Aetolians having made their way into the town, the king was obliged to abandon the siege. Thaumaci was taken by the consul Acilius in the war with Antiochus, 191� BCE. The modern town of Domokos occupies the site of Thaumaci, and at this place inscriptions were found containing the ancient name. Its situation and prospect are in exact accordance with the description",1,163.7778,150.0098,0.458202,0,0,0
28174211,"for Investigative Reporting, is a watchdog organization that investigates alleged violations of the state’s public trust.

Our work is inspired by the belief that democracy and accountability require transparency and public scrutiny of government actions. We pursue investigations that hold public officials accountable for their actions and help to ensure that government serves the people rather than the powerful.

We are a nonprofit news organization, funded by contributions from our readers and other supporters. We do not accept government advertising or contracts.

We have a staff of reporters and analysts who cover a wide range of issues, including environmental justice, public health, financial accountability, and education reform. Our work has led to major investigations of corruption in state government, fraud in the California budget system, and misuse of state funds by private businesses.",4,31.71429,19.54238,-0.03216,1,1,1
28196452,"A flame fougasse (sometimes contracted to fougasse and may be spelled foo gas) is a type of mine or improvised explosive device which uses an explosive charge to project burning liquid onto a target. The flame fougasse was developed by the Petroleum Warfare Department in Britain as an anti-tank weapon during the invasion crisis of 1940. During that period, about 50,000 flame fougasse barrels were deployed in some 7,000 batteries, mostly in southern England and a little later at 2,000 sites in Scotland. Although never used in combat in Britain, the design saw action later in Greece. Later in World War II, Germany and Russia developed flame throwing mines that worked on a somewhat different principle.
After World War II, flame fougasses similar to the original British design have been used in several conflicts including the Korean and Vietnam Wars where it was improvised from easily available parts. The flame fougasse remains in army field manuals as a battlefield expedient to the present day.",2,134.1428571,126.3717117,-0.14345,0,1,0
28202133,"foremost painters of the twentieth century. He was born in County Cork and attended the National College of Art and Design, Dublin (1927–30). He then studied at the Royal College of Art, London (1930–32), before returning to Ireland and settling in Dublin in 1932. Collins became associated with the Irish National Gallery (now the National Gallery of Ireland) in Dublin, serving as its director from 1962 to 1988. In addition, he was a founder-member of the Dublin Arts Council (1948), a trustee of the National Gallery of Ireland (1960–1988), and a member of the Royal Hibernian Academy (founded 1785). Patrick Collins's work is characterised by its lyrical and atmospheric qualities, its use of light and shadow, and its depictions of rural and urban landscapes.",,37,19.42164,0.392876,1,0,1
28207872,"young children which tells the story of the royal family from their origins to the present day.

The royal family is one of the most important and significant families in the world. The royals have played a significant role in British history and their importance has been recognised internationally. The royal family is made up of a number of members who have played an important role in British history.

The first member of the royal family was Queen Elizabeth II who was born in 1926. Queen Elizabeth II has been the queen of England for over six decades and has been a major figure in British history. She has played a significant role in international relations and has been a champion for human rights. Queen Elizabeth II is also the mother of Prince Charles, Duke of Cornwall, Prince William, Duke of Cambridge, and Princess Catherine, Duchess of Cambridge.

The royal family is made up of a number of members who have played an important role in British history. Queen Elizabeth II is the queen of England and is responsible for representing her country internationally. The other members of the royal family include Prince Charles, Duke of Cornwall, Prince William, Duke of Cambridge, and Princess Catherine, Duchess of Cambridge. Prince Charles is the heir to the throne and has played a significant role in British politics. Prince William is a military officer and has served in several important roles including as an officer in the Royal Navy and as captain of HMS Wales. Princess",4,35.214,76.775,1.196,1,1,1
28226121,"Rødkleiva is a hill located in Nordmarka in Oslo, Norway. It was taken into use as a slalom hill in 1947 and was used for the combined event of the Holmenkollen Ski Festival eleven times between 1947 and 1963. It hosted the slalom events for the 1952 Winter Olympics, which saw a crowd of at least 25,000 spectators. The Olympic course was long and had a drop of. The course gradually fell into disrepair and was closed in 1988. The hill has several times been launched as a potential location for a ski jumping hill. The first idea came in 1912; later options to replace Holmenkollbakken resurfaced during the 1930s and the 1970s, but were quickly rejected. With the closing of Midtstubakken, Oslo's normal hill, in the late 1980s, Rødkleiva was again launched as a jumping hill. Vikersundbakken—Northern Europe's only ski flying hill—was in the late 1990s proposed replaced by a new hill in Rødkleiva. The plans received support from the Norwegian Ski Federation, but the municipality and state were not interested in issuing grants",0,216.6,233.262,-0.29073,0,1,0
28425222,"in Kuttiady Taluk of Thrissur district, Kerala, India. The village is located about 10� km from Thrissur town.

Kuttiady is a village located in the Kuttiady Taluk of Thrissur district in Kerala, India. The village is about 10� km from Thrissur town. The population of the village was about 2,000 in 2001.
Kuttiady is known for its natural beauty and is also home to a few ancient temples. Tourist attractions in the village include the Kuttiady Rishi Parappanangal, the Kuttiady Mahadeva Temple, the Ayyappa Temple and the Kulathupuzha Perumal Temple. There are also some natural hot springs in the vicinity of the village.
The economy of the village is mainly based on agriculture. A few small industries are also present. The major crops grown in the area include paddy, coconut and cashews. Animal husbandry is also an important part of the economy of the village. A few co-operative societies are also active in promoting agriculture and animal husbandry in the area.

The people of Kuttiady are mainly Hindus who follow traditions such as Ayyappa puja,",3,66.71428571,49.98527145,0.187731,0,1,1
28558700,"clinician at the London Chest Hospital and a Professor of Medicine at the University of London.

Kefah Mokbel was born in Alexandria, Egypt on 6 October 1955. He completed his undergraduate studies at Cairo University, graduating with a BSc in Biological Sciences in 1977. He then undertook an MD at Cairo University, graduating in 1981. He subsequently undertook postgraduate training in Cardiology at the University of Oxford, graduating with a MRCP(UK) in 1985. 

Kefah Mokbel began his clinical career as a registrar in Cardiology at the Royal Free Hospital, London, in 1985. He was appointed Consultant Cardiologist at the London Chest Hospital in 1995 and became its lead clinician in 2003. In this role, he has played a leading role in the development of cardiology services at the hospital and has been responsible for many ground-breaking clinical trials. 

Kefah Mokbel is also a Professor of Medicine at the University of London and Director of the Clinical Cardiology Fellowship Programme at the London Chest Hospital. He is a Fellow of the Royal College of Physicians (FRCP(UK)) and the British Medical Association",2,40.3,33.40010071,-0.06162,1,1,1
