id,truncated,Open AI Classfier,GPT Zero (perplexity),GPT Zero (burstiness),DetectGPT (z score),GPT Zero,DetectGPT,Label
36956940,"and musicologist. He has been awarded fellowships from the Guggenheim Foundation, the National Endowment for the Arts, and the American Academy in Rome.

Robinson's music is often eclectic and experimental, drawing on a wide range of styles and influences including classical, jazz, rock, and world music. His compositions have been performed by ensembles such as the Bang on a Can All-Stars, the New York Philharmonic, and the Berlin Philharmonic Orchestra.

Robinson has written essays on music theory and history, and is the author of several books on the subject. He currently serves as the Director of Music at Bard College in Annandale-on-Hudson, New York.",4,297.5,691.0162964,0.218381,1,1,1
2717544,"1951) is an American author and journalist who has written extensively on the arts, feminism, and psychoanalysis.

Susman was born in Chicago, Illinois, to Otto and Gertrude Hantze. She attended the University of Chicago where she majored in English and minored in art history. She married artist Michael Susman in 1975. The couple divorced in 1979.

Susman began her career as a journalist at the ""Chicago Tribune"" in 1977. In 1984 she became a staff writer at ""The New Yorker"", where she has remained ever since. Her work has been featured in ""The New York Times Magazine"", ""Wired"", and ""The Paris Review"". She has also been a regular contributor to ""The New York Review of Books"".

Susman's books include the critically acclaimed memoir ""Wild Girls: Life inside the Lost World of the Bronx Biker Gangs"" (1998), a biography of painter Elaine de Kooning (2003), and the novel ""The Last Life"" (2012). Her most recent book is ""A Heartbreaking Work of Staggering Genius: A Memoir of Love, Loss, and Writing"" (2017).",2,41.36363636,56.80892944,0.495451,1,0,1
41371175,"crime committed by the Italian Army during World War II.

The massacre took place on 12 September 1943, in the Grischino hamlet, located in the Province of Udine, Veneto, Italy. It was the largest mass murder committed by the Italian Army during World War II, with an estimated victims of 294 civilians.

The massacre was carried out by members of the Italian Hermann Göring Division, with orders from their commanding officer, General Giovanni Messe. The motive for the massacre was revenge for the death of a German soldier earlier that day. Messe and his subordinates were tried for war crimes after the war, but all were acquitted.",4,38.5,25.52449799,0.160114,1,1,1
22428082,"dam on Spring Creek, a tributary of the Columbia River in Washington. The dam was constructed between 1948 and 1951 by the United States Bureau of Reclamation, to provide flood control and irrigation for the Columbia Basin Project. The dam has a height of 133 feet (40 m), a length of 1,160 feet (360 m), and a capacity of 5,800 acre-feet (7,000 m3).

The Spring Creek Debris Dam is located in the Yakima Valley in Washington. The dam is owned by the United States Bureau of Reclamation. It is located on Spring Creek, a tributary of the Columbia River. The Columbia Basin Project was created to provide irrigation, hydroelectric power and flood control for the area. The project was completed in 1955. The purpose of the Spring Creek Debris Dam was to provide flood control and irrigation for the project. The dam has a height of 133 feet (40 m), a length of 1,160 feet (360 m), and a capacity of 5,800 acre-feet (7,000 m3).",4,28.7,18.76787949,0.121774,1,1,1
29998619,"of military engagements fought by United States and South Vietnamese forces in the Central Highlands of Vietnam during the Vietnam War. The campaign began on 1 November 1965 with an American air strike on the city of Hue, and it ended on 29 April 1975.

The Hue–Da Nang Campaign was a series of military engagements fought by United States and South Vietnamese forces in the Central Highlands of Vietnam during the Vietnam War. The campaign began on 1 November 1965 with an American air strike on the city of Hue, and it ended on 29 April 1975. The main objectives of the campaign were to destroy North Vietnamese supply lines, interdict enemy reinforcements, capture key terrain, and to protect allied supply routes in the region.",4,38.6,18.21537781,-0.0353,0,1,1
1739273,"Bucharest – 14 December 1941 in Bucharest) was a Romanian chemist, historian of chemistry, and academic.


He was a professor at the University of Bucharest, where he served as rector in 1928. He was also a member of the Romanian Academy. Antipa is credited with being one of the founders of organic chemistry in Romania.",4,65.5,70.43910217,-0.46902,0,1,1
29179115,"STAN"") is a British sitcom, created by Ricky Gervais and Stephen Merchant. The series premiered on 10 October 2018 on Netflix.

The show is set in the offices of a small advertising agency in London, and follows the dysfunctional daily lives of its employees. Gervais and Merchant executive produce along with their longtime collaborator, producer Karl Pilkington.

The series was first announced in November 2017, with Pilkington set to star as the lead character. Gervais and Merchant wrote the pilot episode themselves and directed it. The show was picked up by Netflix after being screened at the 2018 MIPCOM Television Market in Cannes.",4,58.57142857,34.41345215,0.066107,0,1,1
22779083,"Warsaw, Poland) is a Polish-born Israeli historian, who specializes in the history of the Holocaust.

Janina Dawidowicz was born in Warsaw on March 19, 1930. She was educated at the University of Warsaw, where she received her doctorate in history in 1957. Dawidowicz then taught at the universities of Frankfurt and Yale, before moving to Israel in 1973. Dawidowicz has been a professor at Hebrew University of Jerusalem since 1988.

Dawidowicz' work focuses on the history of the Holocaust, specifically on the role of Poles in that genocide. She has also written extensively on Polish-Jewish relations and on the history of Polish Jewry. Her most famous book is The War Against the Jews (1975), which has been translated into more than 20 languages. Dawidowicz has also written a number of children's books about Jewish life in Poland before World War II.",4,29.66666667,18.93409538,0.488297,1,0,1
569307,"A's Amateur Radio Service. It is used for voice communications between amateur radio operators and other emergency services.

3AK is a call sign used by the Sena Amateur Radio Service. It is used for voice communications between amateur radio operators and other emergency services.",4,101.75,74.5134201,-0.19029,0,1,1
28558700,"clinician at the London Chest Hospital and a Professor of Medicine at the University of London.

Kefah Mokbel was born in Alexandria, Egypt on 6 October 1955. He completed his undergraduate studies at Cairo University, graduating with a BSc in Biological Sciences in 1977. He then undertook an MD at Cairo University, graduating in 1981. He subsequently undertook postgraduate training in Cardiology at the University of Oxford, graduating with a MRCP(UK) in 1985. 

Kefah Mokbel began his clinical career as a registrar in Cardiology at the Royal Free Hospital, London, in 1985. He was appointed Consultant Cardiologist at the London Chest Hospital in 1995 and became its lead clinician in 2003. In this role, he has played a leading role in the development of cardiology services at the hospital and has been responsible for many ground-breaking clinical trials. 

Kefah Mokbel is also a Professor of Medicine at the University of London and Director of the Clinical Cardiology Fellowship Programme at the London Chest Hospital. He is a Fellow of the Royal College of Physicians (FRCP(UK)) and the British Medical Association",2,40.3,33.40010071,-0.06162,1,1,1
711715,"is a British composer, conductor, and music educator. Ramsey is best known for his choral works, which are often characterised by their lyrical and poetic quality.

Ramsey was born in 1951 in Liverpool, England. He studied composition at the University of Cambridge, where he was awarded a Bachelor of Arts degree in 1973. He subsequently studied at the Royal Academy of Music in London, where he was awarded a Master of Music degree in 1975.

Ramsey has worked as a composer and conductor both in Britain and abroad. He has been appointed Professor of Composition at the Royal Academy of Music since 2004. In addition, he has served as Composer-in- residence at the University of Salford, the University of Cambridge, and the University of Edinburgh.

Ramsey's choral works are often characterised by their lyrical and poetic quality. His most famous work is probably his setting of Geoffrey Chaucer's The Canterbury Tales, which was first performed by the English Chamber Orchestra in 1992 and which has since been performed by many other ensembles around the world.",3,24.2,11.44843483,0.218857,1,1,1
2235568,"singer and songwriter Madonna for her eleventh studio album Rebel Heart (2015). The song was written by Madonna, Fernando Garibay, and Harry Gregson-Williams and produced by the latter two with help from Mike Dean.

""Hollywood"" is a ballad about a romantic relationship that is going wrong. The lyrics are about a love that is fading away and Madonna reflects on her own experiences in relationships. 

""Hollywood"" was released as the album's lead single on March 18, 2015, by Interscope Records. The song received positive reviews from music critics who praised its production and Madonna's vocals. ""Hollywood"" reached the top 10 in countries including Belgium, France, Italy, the Netherlands, Sweden, and the United Kingdom. It became Madonna's 34th top 10 single in the UK. The accompanying music video was directed by David Fincher and features a cameo appearance by Harvey Weinstein.",3,48.11111111,29.67087936,0.66828,0,0,1
8458044,"Pennsylvania) is an American actor and television producer. He is known for his roles as Dr. Mark Greene on the long-running NBC medical drama ER, and as FBI Special Agent Tom Morrow on the CBS crime drama NCIS.

Morrow was born in Philadelphia, Pennsylvania, the son of Betty (née Levin), a secretary, and Floyd Morrow, a truck driver. He has two sisters, one of whom is actress Nanette Newman. After graduating from high school, Morrow enlisted in the United States Army and served in the Vietnam War. He was discharged in 1967 with the rank of sergeant.

Morrow attended Temple University, where he studied acting. He made his Broadway debut in 1970 in a production of Arthur Miller's The Crucible. He became well known for his role as Dr. Mark Greene on the NBC medical drama ER from 1994 to 2002. Morrow also appeared on the show's spin-off series, General Hospital, from 2003 to 2006. In addition to his work on ER and NCIS, Morrow has appeared in films such as The Terminal (2004) and A Beautiful Mind (2001).

In 2009, Morrow joined the cast of CBS's crime drama NCIS as FBI",1,37.58333333,16.56644058,0.201959,1,1,1
34642783,"for the live sports broadcasts of Major League Soccer (MLS) matches that are produced by NBC Sports and presented by Telemundo Deportes.

The MLS on NBC broadcasts MLS games in the United States, Mexico, Central America, the Caribbean, South America, Europe, and Asia. The network has broadcast MLS matches since the league's inception in 1996.

The network's flagship program is the Friday night match telecast, which is produced by NBC Sports and presented by Telemundo Deportes. The MLS on NBC broadcast schedule also includes select early-season matches as well as marquee matchups during the regular season.

MLS on NBC is one of several networks that carry MLS matches; others include ESPN, Fox Soccer Channel, Univision Deportes Network, and BeIN Sports.",4,23.16666667,8.010410309,0.740845,1,1,1
11447628,"military forces of Abkhazia, a disputed territory in the Caucasus region. The official status of the Abkhazian Armed Forces is that of a ""self-governing military force"", and they are considered to be part of the Georgian Armed Forces.

The Abkhazian Armed Forces were created on 24 October 1992, following the adoption of the Constitution of Abkhazia. The initial strength of the army was 1,500 officers and soldiers. In 2003, the army was reduced to 1,100 personnel. On 20 September 2006, the Abkhazian parliament voted to restore the army to its original size of 2,000 personnel. As of 2009, there are 1,500 servicemen in the Abkhazian armed forces.

The Abkhazian Armed Forces are divided into three branches: infantry, artillery, and cavalry. The main weapons used by the Abkhazian Armed Forces include AK-74 assault rifles, RPG-7 rocket launchers, and M-11 sniper rifles.",4,21,8.381526947,0.453133,1,0,1
59998213,"by English rock band Radiohead. The song was written by frontman Thom Yorke and producer Nigel Godrich, and was released as the lead single from their sixth album, ""A Moon Shaped Pool"" (2016).

""On a Sunday"" is a ballad with a slow tempo and acoustic guitars. It lyrically centres on Yorke's feelings of loneliness and depression, and the song's instrumentation features pianos, violins, cellos and bows. The song was well received by music critics, who praised its lyrical depth and the band's experimentation with their sound. It reached number one on the UK Singles Chart and the US ""Billboard"" Hot 100, becoming Radiohead's seventh number one single in the former country and their first in over a decade.

The song has been covered by many artists, including alt-country singer Ryan Adams on his seventh studio album ""Prisoner"" (2018), R&B singer SZA for her third studio album ""Ctrl"" (2018) and Irish singer Hozier for his third studio album ""Take Me to Church"" (2015).",3,37.42857143,32.22244263,0.837728,1,1,1
40837535,"professional organization that promotes marine aquarium care and conservation. The MAC was founded in 1956 and is currently headquartered in Fort Lauderdale, Florida. The MAC's mission is to advance the science and practice of marine aquarium care and to support the conservation of marine habitats. The MAC also works to promote public understanding of aquatic ecosystems and their importance to humans.",4,56.75,38.83619308,0.593244,0,0,1
1961616,"an Italian painter of the Renaissance period. He was born in Florence and died in Venice.

Nicolò Brancaleon was born in Florence around 1460, into a family of painters. He is first mentioned in 1487, when he was working as an apprentice to the painter Andrea del Sarto. He became a master in his own right before 1510, and by 1526 was considered one of the leading painters of Venice.

Brancaleon's style is characterised by its realism and his naturalistic portrayals of people and scenes. He is particularly noted for his depictions of battle scenes, which are among the most detailed and realistic of the period.

Brancaleon died in Venice around 1526. His work continued to be appreciated throughout the 16th century, and he has been described as one of the most important painters of the Renaissance period.",4,98.55555556,123.4879684,0.260617,0,0,1
68251231,"November 1797 – 28 December 1875) was an English Romantic poet and philosopher.

Born in Ottery St Mary, Devon, Coleridge was the daughter of the poet Samuel Taylor Coleridge and his wife Sarah Barnard. She was educated at home by her father and then from 1815 to 1819 at Christ Church, Oxford. In 1819, she travelled in France and Italy. On her return to England, she began to write poetry and in 1824 married the philosopher brook lafayette Hogg. They had two children but the marriage was dissolved in 1834.

Coleridge's first book of poems, The Rime of the Ancient Mariner (1817), showed the influence of Romanticism but it was not well received. Her later poems were more popular and she is now regarded as one of the most important English Romantic poets. She also wrote philosophical works, most notably Aids to Reflection (1803) and Lectures on Poetry (1835). She died in London",4,85.1,95.92642212,0.208272,0,1,1
6508546,"Japan) is a vacation time period in the Northern Hemisphere during which students and other young people from industrialized countries, especially North America, Europe, and Japan, travel to the warm seaside resorts of the Caribbean, Mexico, the Mediterranean, Southeast Asia, South America and Oceania for a week or more of sun, sand, surf and relaxation.

The origins of beach life can be traced to early European holiday traditions. The Dutch began enjoying their ""vacation"" in the 16th century by going on excursions to the seaside. In 1599, Sir Francis Drake sailed to the Caribbean and took advantage of the natural resources there. By 1620, English tourists were visiting the French coast. The first real beach resort opened in 1887 on the Isle of Wight in England.",3,42.16666667,28.05292702,0.141812,0,1,1
251023,"San Juan, Puerto Rico. It is located in the northeast coast of the island, and has a population of over 150,000 people.

Guaynabo was founded by Don Bernardo de Gálvez on March 26, 1718. It was originally named ""Guaynabo de los Puertorriqueños"" (meaning ""City of the Puerto Ricans""). The city served as the capital of Puerto Rico from 1897 to 1951. Guaynabo is known for its seafood, including bacalao (salt cod) and camarones (shrimp).

The name Guaynabo means ""place where there are many mango trees"".",4,49.42857143,27.92165947,0.175382,0,1,1
26557266,"Jacksonville, Florida. She is the author of the novels The Life of My Grandmother (2014), which was a finalist for the Los Angeles Times Book Prize, and The Glass Castle (2017).

Carter was born in Jacksonville, Florida in 1981. She attended the University of North Florida, where she majored in creative writing. After graduation, she worked as a journalist and then as a teacher.

Carter's first novel, The Life of My Grandmother, was published in 2014. The book tells the story of a white family's relocation to rural Georgia during the Great Depression and their struggles to survive. The novel was a finalist for the Los Angeles Times Book Prize and won the New York Public Library's Helen Bernstein Book Award. Carter's second novel, The Glass Castle, was published in 2017. The book is based on Carter's own experiences growing up in an eccentric family with a mother who was an artist and a father who was an alcoholic. The novel received acclaim from critics and won several awards, including the Pulitzer Prize for Fiction.",2,18.54545455,8.903523445,0.794141,1,1,1
19072928,"season of the world's oldest football knockout competition, the FA Cup. The competition was won by Arsenal, who beat Leeds United 4–3 in the final.

The 1972–73 FA Cup was the 92nd season of the world's oldest football knockout competition, the FA Cup. The competition was won by Arsenal, who beat Leeds United 4–3 in the final.

Arsenal reached the final after beating Blackpool, Bolton Wanderers, Chelsea and Tottenham Hotspur en route. Leeds United had been the defending champions but were eliminated in the third round by Norwich City.",4,74.16666667,51.00359344,0.761103,0,1,1
1664436,"Northamptonshire, England. It is located about southeast of Northampton. 

The original castle was built in the 12th century by Robert de Grimsthorpe, one of the Norman conquerors of England. The current structure, dating from the early 16th century, was largely rebuilt in the Tudor period by Sir John Grimsthorpe. In 1553, during the reign of Queen Mary I, the castle was taken by the forces of Sir Thomas Wyatt. It passed through several owners during the English Civil War, before being purchased by Sir John Betjeman in 1936. The poet and broadcaster lived there until his death in 1977.
The castle is open to the public and includes a range of historical exhibits and rooms. It is run by English Heritage.",4,56.44444444,49.49017715,0.379979,0,0,1
65253131,"akan king, Dantivarman. He was a great poet and philosopher who is considered to be one of the most important contributors to the development of Sanskrit literature.

Malladeva was born in the town of Kanchi in the kingdom of Kannauj in northern India in the 6th century AD. He was educated at the court of the king Dantivarman, where he became known for his poetic and philosophic skills. He is most famous for his work, the Gitagovinda, which is a philosophical poem describing the journey of a soul from this world to the next. Malladeva also wrote poems on religious subjects, including a series of hymns celebrating the god Vishnu.

Malladeva died in 598 AD, and he is now considered one of India's greatest poets and philosophers. His work has had a significant influence on later Sanskrit poetry and philosophy, and he remains one of the most celebrated literary figures in Indian history.",4,71.625,109.9609528,0.459281,1,0,1
8619071,"is an American businesswoman and conservative Christian activist who is the co-founder of the website CARE.com, which she has led since its launch in 1996.

Salie was born in Jacksonville, Florida, to a Baptist minister father and a homemaker mother. She attended the University of Southern California, where she received a degree in business administration in 1993. After graduation, she moved to San Francisco to work as an investment banker at Lehman Brothers. However, she became disillusioned with the corporate world and left Lehman Brothers in 1995 to found CARE.com with her husband, Andy Salie.

The website provides information and advice on topics such as healthcare, finances, and family relationships. It has become one of the most popular online resources for Christians across the United States. Salie has also written several books on Christian living and theology, including ""Unleash Your God-Given Potential"" (2000) and ""The Purpose Driven Life"" (2002).

Salie is a member of the Council on Biblical Manhood and Womanhood, an organization which promotes gender equality within Christianity. She is also a member of the Republican Party and campaigned for George W. Bush in the 2004 presidential",2,17.4,9.008637428,0.736089,1,1,1
306311,"October 21, 1859) was an American lawyer, judge and politician who served as the fourth Governor of Tennessee from 1835 to 1839.

Born in 1796 in what is now Conway, Tennessee, Conway attended the common schools and studied law. He was admitted to the bar in 1817 and commenced practice in Knoxville. Conway served as county attorney for Knox County from 1824 to 1830.

Conway entered politics as a Democrat and served as the judge of the Supreme Court of Tennessee from 1830 to 1835. He was elected governor of Tennessee in 1835 and served until 1839. In 1840, he returned to the Supreme Court of Tennessee and continued to serve until his death in 1859. Conway was buried in the Old Gray Cemetery in Knoxville.",4,44.75,26.90592003,-0.0873,0,1,1
27377359,"Mont Blanc massif of the Alps, located in the canton of Aosta. It has an elevation of 3,829 metres (12,799 ft). La Grille is one of the most active volcanoes in the Alps and has been erupting continuously since 1792. The latest eruption was in 2009.

The first recorded ascent of La Grille was made on July 25, 1792 by a group of French alpinists including Jean-Antoine Carrel, Pierre-Jean de Béthencourt, Jacques Balmat and Pierre-Marc Du Pont. The mountain was first ascended by a German party on July 5, 1810. The first summit was reached by the Swiss guides J.-A. Carrel and P.A. Bosshard on July 8, 1810 with three other climbers.

The most recent eruption was on January 12, 2009 with an estimated volume of 2 km3.",4,104.1,94.00525665,0.252294,0,0,1
4383265,"a star in the Pictor constellation. With an apparent magnitude of 2.9, it is one of the brightest stars in the night sky. It is also one of the hottest stars, with a surface temperature of over 3,800 K.

Alpha Pictoris is about twice as massive as the Sun and has about twice the solar radius. It is about twice as bright as the Sun and has about the same luminosity. The star is radiating about 107 times more energy than the Sun does from its outer atmosphere.

Alpha Pictoris is a young star, only about 4 million years old. It is still growing, and will eventually become a red giant. During its lifetime, it will expand to about 25 times the size of the Sun.",4,40.44444444,27.72233391,0.287374,1,0,1
741926,"is an American singer, songwriter, musician, and record producer. He is the lead vocalist, guitarist and principal songwriter of the alternative rock band R.E.M. He has also been a member of several other bands, including Hüsker Dü and The Replacements.

Buck was born in Decatur, Georgia, and raised in Athens, Georgia. He is the son of Bettye (née Lawrence), a schoolteacher, and Lawrence Buck, an insurance salesman. He has three sisters: Barbara (born 1951), Lynn (born 1954), and Patricia (born 1957). Buck attended Athens High School, where he played guitar in the school band and sang in a gospel choir. He briefly attended the University of Georgia before dropping out to focus on his music career.

Buck's first band was called The Squares. They released one self-titled album in 1980 before disbanding. In 1981, he formed Hüsker Dü with fellow Athens residents J Mascis and Bob Mould. The band released two albums before splitting up in 1984. 

Two years later, Buck joined The Replacements, replacing their original lead singer Paul",1,42.61538462,34.51458359,0.437721,0,0,1
24410370,"17, 1948) is a Chinese-born American mathematician, who works in the field of abstract algebra.

Su Xing was born in Zhuhai, Guangdong, China in 1948. He received his B.S. from Zhejiang University in 1970 and his M.S. from the University of California, Berkeley in 1971. He received his Ph.D. from the University of California, Berkeley in 1975 under the direction of Michael Atiyah.

Su's early work was on fractional calculus and integrable systems, and he has since been active in the area of abstract algebra. His most famous result is the Atiyah–Singer index theorem, which establishes a connection between certain structures in abstract algebra and fundamental notions in differential geometry. He is currently a professor at Princeton University.",4,50.11111111,74.10540771,-0.06759,1,1,1
4674751,"the Satyapalayam Dynasty. His father was the 22nd King of the dynasty and his mother was the Queen Parvati. 

The King Katamaraju was a great warrior and a great ruler. He was also a poet and a musician. He is most famous for his epic, the Mahabharata. The Mahabharata is one of the longest epic poems in the world. It is about the war between the Pandavas and the Kauravas. The King Katamaraju wrote the epic in ash-vadya (an ancient form of Telugu) around 400 CE.",4,58.5,54.94412613,0.77052,0,1,1
63264592,"; French: [ʒɑ̃lɔ̃ ɑ̃ ʁo.lɑ̃]; 22 April 1866 – 26 February 1951) was a French writer and dramatic author. He is considered one of the greatest writers of the twentieth century, and is best known for his novels, including The Red and the Black (1930), Journey to the Center of the Earth (1912), and Manet's Dancer (1913).

Born in Paris, Rolland was educated at the École Normale Supérieure and at the Sorbonne. He served in the French Army during World War I, then worked as a journalist and wrote several plays. He became a full professor at the University of Lyon in 1933. Rolland was awarded the Nobel Prize in Literature in 1931.",4,38,34.44996262,0.205758,1,1,1
40238201,"10 March 1892) was a Mexican general and statesman who served as President of Mexico from 1876 to 1881.

Casimiro Castro was born on April 24, 1826, in Tepetlaoxtoc, in the state of Puebla. He attended the schools of his native town and then studied at the National Military Academy in Mexico City. 

Castro entered the Mexican Army as a lieutenant in 1846 and fought in the Mexican-American War. He rose through the ranks to become a general in 1861. In 1863 he became military governor of Veracruz, and two years later he was made commander of the forces fighting against the French in Mexico. 

Castro served as governor of Michoacán from 1870 to 1872, during which time he helped suppress a rebellion by the Yaqui Indians. In 1876 Castro was elected president of Mexico on a platform that included support for land reform and railroad construction. As president, Castro implemented many of the reforms that he had campaigned on, including the nationalization of oil companies and banks. 

Castro's administration was marked by political turmoil; in 1880 he was impeached by",2,30.7,15.74836826,0.388023,1,0,1
23848023,"playwright, and editor.

Mike Alfred was born on 22 January 1958 in Johannesburg, South Africa. He is the author of two collections of poetry, The Book of Bones (1991) and The Book of Mirrors (1994), as well as a play, The Human Stain (1996). Alfred has won numerous awards, including the South African National Book Awards in 1992 for The Book of Bones and the 1996 David Tugwell Award for his play The Human Stain.",4,56.5,68.92266083,-0.01756,0,1,1
54564052,"28, 2013) was an Irish theoretical physicist who made significant contributions to the theory of the strong and electroweak forces, as well as to the understanding of the structure and dynamics of the universe.

Higgs was born in Dublin, Ireland, on March 9, 1930. He received his B.Sc. degree from Trinity College Dublin in 1952, and his M.Sc. and Ph.D. degrees from the University of Cambridge in 1954 and 1957, respectively. He was a postdoctoral fellow at the University of Chicago from 1957 to 1959, then a faculty member at Trinity College Dublin from 1959 to 1972. In 1972 he moved to the United States to become a professor at the University of California, Santa Barbara. He retired from UCSB in 1994.

Higgs was awarded the Nobel Prize in Physics in 2013 ""for uncovering the fundamental nature of matter"".

Higgs died on January 28, 2013, at his home in Santa Barbara, California, aged 87 years old.",4,23.7,19.8888588,0.218836,1,1,1
49929364,"Schlosser-Rainer) (born in Mannheim, Baden-Württemberg, Germany on 10 December 1936) is a German composer and music theorist. 

Schlösser studied music theory and composition at the University of Music and Performing Arts Vienna with Heinz Holliger and Karlheinz Stockhausen. He also studied with Maurice Ravel at the École Normale de Musique in Paris. Schlösser has written extensively on music theory and composition, as well as opera.

Schlösser was appointed Professor of Composition at the Hochschule für Musik Köln in 1984, where he remained until his retirement in 2004. He has also been visiting professor at universities including the Eastman School of Music and Yale University.

Schlösser has received numerous awards and prizes, including the Austrian State Prize for Literature (1987), the Ernst von Siemens Music Prize (1991), the Grand Prix du Disque de l'Académie Charles-Cros (1994), the Ernst Krenek Prize (1997), the Kranichsteiner Musikpreis (2001),",4,58.14285714,13.33452415,-0.24096,0,1,1
29626678,"1848) was an English jurist and legal writer.

Hodges was born at Great Amwell, Essex, the son of Richard Hodges, of the same place. He was educated at a school in Colchester, and then at Trinity College, Cambridge, graduating B.A. in 1799 and M.A. in 1802. He was called to the bar at Lincoln's Inn in 1803, and practised law in London. In 1822 he became a bencher of his Inn.

Hodges wrote on various legal subjects, but is most famous for his work on equity jurisprudence, which he had studied under Sir Henry Maine and others. His works include:


He also edited a collection of essays on the law and literature (2 vols., 1825), and contributed to several periodicals. He died at Southampton on 14 May 1848.",4,86.27272727,72.31886292,0.022892,0,1,1
8796402,"civil parish in the Northumberland National Park, on the coast of Northumberland, England. The village is located about 3 miles (5 km) south of Whitehaven and about 5 miles (8 km) north-east of Craster.

The village has a population of about 190 people and an area of about 1.2 square miles (3.8 square kilometers). The nearest town is Whitehaven, which is about 1 mile (1.6 km) to the north-west.",4,12.75,3.593976498,0.398363,1,0,1
345994,"1962) is a Hong Kong actress who has appeared in over 160 films and television shows since her debut in the 1984 film, The Return of the Pink Panther. She is one of the most popular and enduring actors in Hong Kong cinema, and is known for her comedic and sentimental roles.

Wong was born in the Sham Shui Po district of Hong Kong, to a Hakka-Chinese father and a Cantonese mother. She was raised in a devout Catholic household and attended St Joseph's Seminary in Happy Valley until she dropped out at the age of 15 to pursue an acting career. After a few minor roles in films and television, Wong made her breakthrough performance as Ah Fong in the comedy-drama series The Return of the Pink Panther (1984), which made her an instant star. She followed this up with roles in the crime thriller A Better Tomorrow II (1986), the period drama Secret Ceremony (1987), and the romantic comedy My Lucky Star (1991).

Since then, Wong has appeared in over 160 films and television shows, often playing comedic or sentimental roles. She has won several awards, including two Golden Horse Awards for Best Actress – Comedy (1994 and 2009), four",3,31.625,27.92815971,0.303221,1,0,1
4385154,"that allow targeted recombination in vitro. Site-specific recombinase enzymes catalyze the recombination of DNA at specific sites, making them useful for creating customized genetic sequences or modifications within target genomes.

Site-specific recombinase technologies have been used to create custom genetic sequences and modifications within target genomes. For example, the use of site-specific recombinase enzymes has led to the creation of gene therapy vectors that can replace defective genes within target cells. Additionally, site-specific recombinase technologies have been used to create genetically modified mice and rats. These genetically modified animals can be used to study the effects of mutations and gene expression changes on disease processes.",4,105.1666667,153.9511871,0.326032,0,0,1
11539038,"pyrophosphate transporter 1 or thiamine diphosphate transporter 1, is a protein that in humans is encoded by the THT1 gene.

Thiamine transporter 1 is a protein that in humans is encoded by the THT1 gene. Thiamine transporter 1 is located on the mitochondrial inner membrane and is responsible for transporting thiamine from the mitochondrial matrix to the cytosol. In addition, thiamine transporter 1 plays a role in the metabolism of thiamine and other polyphosphates.",4,25.5,12.01388073,-0.22016,1,1,1
26450640,"of PCR that uses a hot start agent to speed up the reaction.

Hot start PCR is a modified form of PCR that uses a hot start agent to speed up the reaction. This technique is often used when the target DNA sequence is short and needs to be amplified quickly. Hot start PCR is also useful when the temperature of the reaction mixture is too low to allow traditional PCR to work.",4,51,32.99494934,0.312389,0,0,1
22480197,"that emphasizes the efficient use of resources to create value for customers and shareholders.

Lean management is a business management practice that emphasizes the efficient use of resources to create value for customers and shareholders. Lean management is based on the idea that businesses can be more productive if they use their resources in a way that achieves their goals as quickly and efficiently as possible.

The core principles of lean management are:

1. Remove waste: Eliminate unnecessary steps, processes, and materials from the manufacturing or service process to reduce the amount of waste produced.

2. Define and measure success: Set clear goals for your company, and track progress toward those goals using effective metrics.

3. Pursue continuous improvement: Stay open to new ideas and methods that can improve productivity and efficiency.

4. Build a culture of quality: Develop a team spirit that emphasizes high standards for quality and safety.",4,32.75,27.46278381,0.400176,1,0,1
3486696,"small electrical device used to reduce the output voltage of a standard electrical outlet to a lower voltage, typically 120 volts or less. This is done by using a transformer to step down the voltage.

A buck converter is a common power converter found in small electronics and appliances. It is also used in large industrial and commercial applications, such as in computer servers and large data centers.",4,42.25,28.82562447,-0.04722,1,1,1
45871,"speaker, audio device, or amp) is an electronic device that transmits sound waves through air. Used in installations such as public address systems, portable audio players, and home cinema systems, loudspeakers are essential components in audio reproduction.

Loudspeakers are used to produce sound with an increased amplitude (loudness), and are typically used to generate sound for an audience. When used in public address systems, loudspeakers are often placed on a stage or in a stadium to create a pro-audio experience for the attendees. Portable audio players use loudspeakers to reproduce music or spoken words for listeners to hear outdoors or while travelling. Home cinema systems use loudspeakers to create a Dolby Digital or DTS surround sound experience for movie watchers.",4,41.16666667,25.76366997,0.136514,1,1,1
59389912,"a French neurologist who is credited with being the first to describe the syndrome now known as hysterical blindness.

Alphonse Couvreux was born in Paris on 1820. He began his medical training at the University of Paris in 1842, and later obtained his medical degree from the University of Strasbourg in 1847. Couvreux began working as a doctor in 1850, and in 1859 he was appointed head of the neurology department at the Salpêtrière Hospital.

Couvreux is best known for his work on hysterical blindness, which he first described in a paper published in 1865. He believed that this type of blindness was caused by psychological factors, and he developed a treatment plan based on this theory. Couvreux died in 1890, and he is credited with being one of the founders of the field of neurology.",4,34.14285714,17.73347664,-0.10273,0,1,1
